id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
765,23.0,2013-06-26,Private,1772,DWE,33.49871114078933,-10.788698894577402,unknown,1,Wami/Ruvu,D,Dar es Salaam,23,4,Kinondoni,Kijitonyama,329,True,GeoData Consultants Ltd,vwc,Scheme A,True,2010,motorpump,handpump,submersible,user-group,user-group,monthly,other,unknown,unknown,enough,seasonal,rainwater harvesting,borehole,surface,hand pump,communal standpipe
766,44.9,2012-07-23,Private,727,DWE,30.51204835422632,-8.22270655020314,Kwa Mama,1,Pangani,C,Dodoma,29,6,Hai,Sinza,65,True,GeoData Consultants Ltd,vwc,Scheme B,True,2010,motorpump,rope pump,gravity,user-group,user-group,other,pay per bucket,unknown,good,seasonal,dry,shallow well,borehole,unknown,communal standpipe,communal standpipe
767,402.4,2011-09-05,unknown,1677,WE,31.00608601965463,-11.02254933815179,unknown,8,Wami/Ruvu,C,Dar es Salaam,18,2,Hai,Moshono,39,True,GeoData Consultants Ltd,user-group,Scheme A,True,2010,submersible,rope pump,submersible,water board,unknown,never pay,monthly,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,groundwater,dam,hand pump
768,454.7,2012-08-08,Government,1010,DWE,29.70465511221067,-0.09929605175085854,Kwa Mama,3,Lake Tanganyika,C,Dodoma,6,4,Temeke,Kijitonyama,63,False,GeoData Consultants Ltd,vwc,unknown,True,1980,motorpump,submersible,submersible,water board,user-group,pay per bucket,never pay,salty,bad,enough,insufficient,borehole,borehole,surface,dam,hand pump
769,365.8,2013-11-06,Germany,118,WE,38.72158933047688,-11.455719168555259,Kwa Hassan,3,Wami/Ruvu,D,Dodoma,17,2,Ilala,Machame Uroki,446,False,GeoData Consultants Ltd,private operator,Scheme B,False,0,submersible,handpump,submersible,private operator,user-group,monthly,never pay,salty,good,enough,dry,spring,borehole,surface,dam,dam
770,424.0,2012-01-08,unknown,1432,WE,35.368608885765425,-4.465325381560639,unknown,4,Pangani,D,Kilimanjaro,13,2,Temeke,Moshono,171,False,GeoData Consultants Ltd,water board,unknown,True,2000,rope pump,submersible,handpump,water board,user-group,pay per bucket,pay per bucket,soft,bad,enough,seasonal,rainwater harvesting,borehole,surface,hand pump,dam
771,300.7,2012-11-25,World Bank,1208,CES,37.828536072385816,-7.651798528157284,Kwa Mzee,5,Lake Nyasa,C,Kilimanjaro,27,9,Hai,Kilimanjaro Central,419,False,GeoData Consultants Ltd,private operator,Scheme A,True,0,rope pump,gravity,gravity,private operator,unknown,never pay,other,fluoride,unknown,insufficient,seasonal,shallow well,rainwater harvesting,groundwater,improved spring,improved spring
772,30.3,2013-10-15,Private,728,unknown,30.384561759498535,-5.509131551001244,Kwa Hassan,4,Lake Nyasa,C,Mwanza,27,9,Kinondoni,Kilimanjaro Central,209,False,GeoData Consultants Ltd,user-group,Scheme A,False,1980,handpump,submersible,gravity,water board,commercial,never pay,pay per bucket,unknown,bad,insufficient,insufficient,shallow well,borehole,unknown,hand pump,communal standpipe
773,17.6,2012-10-05,Germany,1588,CES,31.023636832545062,-4.431716430641493,Kwa Mzee,8,Wami/Ruvu,A,Arusha,17,9,Arusha DC,Moshono,374,False,GeoData Consultants Ltd,user-group,unknown,False,0,gravity,rope pump,handpump,user-group,user-group,monthly,pay per bucket,soft,unknown,seasonal,seasonal,shallow well,borehole,unknown,hand pump,communal standpipe
774,205.7,2011-05-10,unknown,1112,unknown,34.134463329195384,-1.9016950380953634,Kwa Mzee,3,Pangani,B,Arusha,5,6,Temeke,Kijitonyama,24,False,GeoData Consultants Ltd,user-group,Scheme B,True,1990,submersible,submersible,rope pump,vwc,commercial,pay per bucket,pay per bucket,soft,good,seasonal,dry,borehole,rainwater harvesting,surface,dam,communal standpipe
775,1934.0,2011-07-04,Government,389,unknown,35.653803361385805,-5.6843119807460205,Kwa Hassan,9,Lake Nyasa,C,Dar es Salaam,16,9,Hai,Kijitonyama,0,False,GeoData Consultants Ltd,private operator,unknown,False,0,submersible,motorpump,gravity,water board,user-group,pay per bucket,never pay,fluoride,unknown,seasonal,seasonal,borehole,shallow well,surface,dam,hand pump
776,174.9,2012-12-08,World Bank,878,CES,37.63161178228465,-6.4745086012125785,Kwa Hassan,2,Lake Victoria,C,Dodoma,10,6,Hai,Kilimanjaro Central,343,True,GeoData Consultants Ltd,user-group,Scheme B,False,1990,motorpump,rope pump,motorpump,vwc,unknown,other,never pay,fluoride,good,dry,insufficient,borehole,borehole,groundwater,improved spring,dam
777,100.9,2013-01-10,unknown,1242,WE,35.656345291570894,-8.06046224671788,Kwa Mzee,2,Lake Nyasa,D,Morogoro,10,7,Ilala,Sinza,79,True,GeoData Consultants Ltd,private operator,unknown,True,1990,handpump,gravity,handpump,water board,unknown,never pay,pay per bucket,soft,unknown,enough,seasonal,shallow well,borehole,groundwater,improved spring,hand pump
778,101.6,2011-05-09,unknown,551,DWE,33.23662120405907,-8.412041976985812,Kwa Mama,1,Lake Tanganyika,D,Morogoro,12,9,Kinondoni,Machame Uroki,434,False,GeoData Consultants Ltd,vwc,unknown,True,0,submersible,rope pump,motorpump,user-group,commercial,monthly,pay per bucket,soft,bad,seasonal,enough,borehole,borehole,unknown,hand pump,communal standpipe
779,11.8,2012-03-12,Private,1510,unknown,33.27971423072744,-4.103142767058237,Kwa Hassan,6,Lake Victoria,C,Mwanza,14,9,Temeke,Moshono,469,False,GeoData Consultants Ltd,user-group,unknown,True,1980,handpump,rope pump,gravity,user-group,unknown,other,never pay,unknown,good,enough,dry,borehole,borehole,unknown,dam,communal standpipe
780,145.5,2012-12-05,unknown,1448,CES,33.93342197818966,-2.4683998810124663,unknown,9,Pangani,B,Arusha,17,4,Arusha DC,Moshono,231,False,GeoData Consultants Ltd,private operator,unknown,True,1980,motorpump,gravity,handpump,vwc,user-group,never pay,other,unknown,bad,enough,enough,spring,shallow well,unknown,communal standpipe,communal standpipe
781,149.4,2012-05-26,Private,1293,CES,39.294069843022186,-4.352049629722952,Kwa Mama,6,Pangani,D,Kilimanjaro,4,8,Ilala,Kilimanjaro Central,0,False,GeoData Consultants Ltd,user-group,Scheme B,False,1990,handpump,gravity,submersible,private operator,unknown,monthly,never pay,unknown,unknown,seasonal,dry,shallow well,rainwater harvesting,unknown,hand pump,improved spring
782,369.7,2013-01-19,unknown,0,DWE,31.0509656136085,-11.558464027232954,Kwa Hassan,1,Lake Tanganyika,D,Dodoma,19,2,Kinondoni,Sinza,2,True,GeoData Consultants Ltd,private operator,Scheme A,True,0,rope pump,submersible,motorpump,vwc,user-group,monthly,other,unknown,good,dry,dry,borehole,shallow well,unknown,hand pump,dam
783,444.8,2011-09-16,Private,1644,WE,32.156379841125926,-2.788290962852413,Kwa Hassan,7,Wami/Ruvu,B,Arusha,23,5,Temeke,Kijitonyama,272,True,GeoData Consultants Ltd,private operator,Scheme B,False,2010,handpump,submersible,submersible,private operator,user-group,pay per bucket,other,salty,unknown,seasonal,dry,shallow well,borehole,unknown,improved spring,communal standpipe
784,205.3,2012-09-25,Private,1622,unknown,38.77072964662074,-7.606281231973149,Kwa Mzee,5,Pangani,A,Morogoro,14,3,Hai,Kijitonyama,120,False,GeoData Consultants Ltd,water board,Scheme B,True,1980,rope pump,handpump,handpump,water board,commercial,pay per bucket,monthly,unknown,bad,enough,dry,spring,borehole,groundwater,improved spring,communal standpipe
785,170.7,2011-01-12,Private,671,WE,30.357136282507014,-8.142938660190108,Kwa Mzee,0,Lake Tanganyika,A,Dodoma,26,4,Kinondoni,Moshono,319,False,GeoData Consultants Ltd,vwc,Scheme B,False,2010,handpump,rope pump,submersible,user-group,commercial,pay per bucket,monthly,unknown,good,seasonal,insufficient,shallow well,spring,unknown,hand pump,improved spring
786,741.5,2011-10-19,unknown,231,CES,31.496814393044055,-10.094870561637377,Kwa Hassan,1,Wami/Ruvu,D,Dar es Salaam,18,3,Arusha DC,Sinza,434,True,GeoData Consultants Ltd,user-group,unknown,True,2000,handpump,rope pump,motorpump,user-group,commercial,never pay,monthly,unknown,bad,seasonal,enough,rainwater harvesting,spring,groundwater,communal standpipe,dam
787,281.2,2013-05-11,Germany,1528,unknown,39.215439066134614,-10.564032616894638,Kwa Mama,7,Wami/Ruvu,D,Arusha,3,2,Hai,Machame Uroki,259,True,GeoData Consultants Ltd,user-group,unknown,False,1980,gravity,gravity,rope pump,user-group,unknown,monthly,other,salty,unknown,enough,enough,borehole,spring,unknown,hand pump,hand pump
788,259.1,2013-08-03,Government,872,CES,33.70252343908793,-8.590665583425315,Kwa Hassan,8,Ruvuma,A,Mwanza,20,2,Arusha DC,Moshono,232,False,GeoData Consultants Ltd,water board,Scheme A,True,1990,rope pump,gravity,handpump,vwc,user-group,monthly,monthly,unknown,bad,insufficient,seasonal,spring,shallow well,surface,dam,communal standpipe
789,484.8,2011-01-09,Government,1205,CES,34.74455908589873,-2.751335607600847,Kwa Mama,7,Lake Victoria,D,Kilimanjaro,14,9,Kinondoni,Moshono,366,True,GeoData Consultants Ltd,private operator,Scheme B,False,1990,submersible,gravity,motorpump,private operator,unknown,other,pay per bucket,soft,unknown,enough,enough,shallow well,rainwater harvesting,groundwater,dam,dam
790,1463.8,2011-01-13,Germany,1443,CES,32.66218326617292,-3.140715818298986,Kwa Mzee,4,Lake Tanganyika,A,Mwanza,1,3,Arusha DC,Kilimanjaro Central,107,False,GeoData Consultants Ltd,private operator,Scheme B,False,1980,motorpump,submersible,submersible,vwc,commercial,monthly,other,milky,bad,insufficient,insufficient,borehole,shallow well,surface,dam,dam
791,366.8,2012-07-03,Government,1542,CES,38.23780240882496,-10.567416715179306,Kwa Mzee,2,Wami/Ruvu,A,Morogoro,4,3,Kinondoni,Moshono,22,True,GeoData Consultants Ltd,user-group,unknown,True,0,handpump,rope pump,submersible,user-group,unknown,monthly,never pay,soft,good,dry,insufficient,shallow well,borehole,unknown,communal standpipe,dam
792,566.7,2011-11-24,Private,55,unknown,30.646431799890323,-5.320443742079995,Kwa Hassan,3,Pangani,A,Morogoro,12,4,Kinondoni,Kijitonyama,476,True,GeoData Consultants Ltd,private operator,unknown,False,2010,rope pump,handpump,motorpump,private operator,commercial,other,pay per bucket,fluoride,bad,seasonal,insufficient,rainwater harvesting,shallow well,unknown,dam,communal standpipe
793,467.0,2011-04-11,unknown,1146,unknown,38.75423113355382,-2.2138458787733732,unknown,2,Pangani,B,Dodoma,16,4,Kinondoni,Kilimanjaro Central,292,False,GeoData Consultants Ltd,user-group,unknown,True,0,rope pump,rope pump,submersible,private operator,commercial,never pay,pay per bucket,milky,unknown,insufficient,insufficient,rainwater harvesting,borehole,groundwater,communal standpipe,dam
794,372.7,2012-06-20,Government,250,CES,39.81046769176966,-4.848860298932387,Kwa Mzee,3,Lake Tanganyika,B,Morogoro,12,1,Ilala,Kijitonyama,399,False,GeoData Consultants Ltd,vwc,Scheme A,False,1990,motorpump,gravity,motorpump,water board,commercial,other,other,fluoride,unknown,dry,seasonal,borehole,spring,surface,improved spring,hand pump
795,208.1,2013-12-13,World Bank,19,CES,33.64067786048335,-7.129643262957863,Kwa Mzee,5,Lake Nyasa,A,Kilimanjaro,24,1,Hai,Machame Uroki,245,False,GeoData Consultants Ltd,water board,Scheme B,False,1990,submersible,rope pump,gravity,user-group,unknown,pay per bucket,never pay,unknown,bad,enough,dry,spring,spring,surface,dam,communal standpipe
796,333.2,2011-11-19,Private,817,unknown,31.29936214229007,-4.680289819752424,Kwa Hassan,2,Pangani,C,Arusha,25,2,Kinondoni,Machame Uroki,329,False,GeoData Consultants Ltd,user-group,Scheme A,True,2010,submersible,gravity,submersible,water board,commercial,never pay,never pay,fluoride,bad,seasonal,seasonal,shallow well,shallow well,groundwater,communal standpipe,communal standpipe
797,414.6,2011-06-18,Government,1581,unknown,29.846917569650106,-1.0073192797036654,Kwa Hassan,9,Pangani,D,Mwanza,7,6,Moshi,Kilimanjaro Central,185,True,GeoData Consultants Ltd,water board,unknown,True,2010,gravity,gravity,motorpump,vwc,user-group,pay per bucket,pay per bucket,fluoride,bad,insufficient,dry,rainwater harvesting,shallow well,groundwater,improved spring,dam
798,514.7,2012-07-03,World Bank,1188,CES,34.62665374930629,-1.2861022233151527,Kwa Mzee,3,Lake Nyasa,D,Kilimanjaro,13,1,Arusha DC,Moshono,200,True,GeoData Consultants Ltd,user-group,Scheme A,True,1980,motorpump,submersible,handpump,private operator,unknown,pay per bucket,pay per bucket,milky,good,insufficient,insufficient,shallow well,rainwater harvesting,surface,improved spring,improved spring
799,123.7,2012-03-22,unknown,492,DWE,29.34859116835888,-2.608115142862397,Kwa Mama,7,Lake Nyasa,B,Mwanza,5,7,Hai,Moshono,213,True,GeoData Consultants Ltd,water board,unknown,False,1980,motorpump,rope pump,gravity,water board,commercial,other,never pay,fluoride,good,seasonal,enough,spring,borehole,unknown,improved spring,communal standpipe
800,583.2,2011-04-18,Germany,712,unknown,34.18644974966025,-9.555367850593777,unknown,2,Lake Victoria,C,Mwanza,17,2,Temeke,Kijitonyama,276,False,GeoData Consultants Ltd,water board,unknown,False,2000,rope pump,submersible,submersible,vwc,user-group,never pay,other,milky,bad,dry,dry,rainwater harvesting,rainwater harvesting,groundwater,communal standpipe,dam
801,209.8,2012-08-03,Private,607,CES,37.1374903019132,-6.456926325528146,unknown,0,Lake Tanganyika,A,Dar es Salaam,23,7,Temeke,Kijitonyama,354,False,GeoData Consultants Ltd,private operator,unknown,False,0,handpump,handpump,submersible,water board,unknown,other,other,milky,good,dry,seasonal,spring,spring,unknown,hand pump,communal standpipe
802,315.4,2012-04-17,Government,1515,unknown,30.996645832035256,-2.359576086893977,Kwa Mama,5,Wami/Ruvu,D,Morogoro,16,8,Ilala,Kilimanjaro Central,100,False,GeoData Consultants Ltd,user-group,unknown,True,1990,motorpump,rope pump,handpump,user-group,unknown,monthly,other,milky,unknown,enough,dry,borehole,rainwater harvesting,unknown,hand pump,improved spring
803,345.2,2012-04-23,Private,702,DWE,35.56338540080094,-11.302669865029053,Kwa Mama,8,Ruvuma,C,Dodoma,28,5,Hai,Machame Uroki,232,True,GeoData Consultants Ltd,vwc,Scheme A,True,0,handpump,gravity,rope pump,user-group,unknown,monthly,monthly,fluoride,good,enough,enough,spring,rainwater harvesting,surface,communal standpipe,hand pump
804,60.6,2012-11-16,World Bank,954,DWE,30.56804890329658,-9.719745050836607,Kwa Hassan,4,Wami/Ruvu,D,Kilimanjaro,1,1,Ilala,Machame Uroki,323,False,GeoData Consultants Ltd,water board,unknown,True,2000,motorpump,handpump,rope pump,water board,unknown,pay per bucket,other,soft,good,dry,insufficient,rainwater harvesting,rainwater harvesting,groundwater,improved spring,dam
805,172.1,2013-10-19,Private,956,unknown,31.420971419833535,-7.988840577561212,unknown,0,Ruvuma,C,Kilimanjaro,1,9,Arusha DC,Moshono,199,False,GeoData Consultants Ltd,water board,Scheme A,False,2000,motorpump,handpump,motorpump,user-group,user-group,monthly,pay per bucket,unknown,bad,insufficient,enough,spring,shallow well,unknown,communal standpipe,improved spring
806,593.8,2012-11-21,unknown,81,CES,35.807356104632376,-1.2951522815785381,Kwa Hassan,5,Ruvuma,D,Dodoma,4,2,Kinondoni,Kilimanjaro Central,248,False,GeoData Consultants Ltd,vwc,Scheme A,False,1980,rope pump,submersible,submersible,water board,commercial,never pay,pay per bucket,salty,good,seasonal,enough,shallow well,spring,surface,hand pump,improved spring
807,61.0,2012-08-22,Government,10,WE,37.12453918205446,-2.3176294933956,unknown,2,Wami/Ruvu,D,Morogoro,1,4,Arusha DC,Kilimanjaro Central,242,True,GeoData Consultants Ltd,user-group,Scheme A,False,2010,gravity,motorpump,motorpump,private operator,commercial,other,monthly,soft,bad,dry,enough,shallow well,rainwater harvesting,unknown,hand pump,improved spring
808,140.4,2011-10-13,Private,1115,CES,36.85972498910554,-5.541825267225278,Kwa Hassan,9,Lake Victoria,B,Mwanza,14,2,Arusha DC,Moshono,151,True,GeoData Consultants Ltd,vwc,Scheme A,True,0,submersible,motorpump,motorpump,vwc,commercial,other,other,fluoride,unknown,dry,enough,rainwater harvesting,shallow well,surface,improved spring,hand pump
809,37.6,2013-07-07,World Bank,1559,CES,29.803804910469772,-6.027289680545096,unknown,9,Pangani,A,Dar es Salaam,1,4,Moshi,Machame Uroki,176,True,GeoData Consultants Ltd,vwc,Scheme B,False,0,motorpump,rope pump,gravity,vwc,commercial,monthly,pay per bucket,salty,unknown,dry,dry,borehole,borehole,unknown,dam,dam
810,73.3,2013-06-09,World Bank,745,CES,35.39346539664469,-10.881234688012777,Kwa Mzee,3,Lake Nyasa,C,Dodoma,26,9,Temeke,Machame Uroki,165,False,GeoData Consultants Ltd,private operator,unknown,True,2000,submersible,handpump,handpump,water board,user-group,monthly,monthly,unknown,good,seasonal,dry,rainwater harvesting,spring,surface,dam,improved spring
811,326.0,2011-10-25,World Bank,1319,unknown,33.83995893031624,-9.536686231792892,unknown,1,Lake Victoria,C,Mwanza,9,2,Moshi,Sinza,314,False,GeoData Consultants Ltd,vwc,unknown,True,2000,gravity,handpump,motorpump,user-group,user-group,pay per bucket,never pay,salty,bad,dry,dry,borehole,rainwater harvesting,groundwater,hand pump,communal standpipe
812,117.2,2011-02-04,Germany,799,WE,31.660775421190074,-10.216731464883965,Kwa Mzee,6,Wami/Ruvu,C,Morogoro,7,2,Arusha DC,Kijitonyama,42,True,GeoData Consultants Ltd,water board,Scheme B,True,2010,handpump,submersible,rope pump,vwc,unknown,other,pay per bucket,milky,good,enough,seasonal,rainwater harvesting,borehole,surface,communal standpipe,communal standpipe
813,10.0,2011-08-14,Germany,782,WE,29.68464560778705,-4.852885674557669,Kwa Hassan,2,Lake Victoria,C,Kilimanjaro,8,9,Moshi,Kilimanjaro Central,202,True,GeoData Consultants Ltd,vwc,Scheme A,True,1990,rope pump,gravity,gravity,private operator,user-group,never pay,never pay,milky,unknown,dry,insufficient,borehole,borehole,groundwater,dam,dam
814,275.2,2011-06-11,Government,526,DWE,36.35807054392693,-8.289582460103304,Kwa Hassan,0,Lake Nyasa,C,Dar es Salaam,28,2,Ilala,Kilimanjaro Central,206,True,GeoData Consultants Ltd,user-group,Scheme B,True,0,submersible,rope pump,motorpump,water board,commercial,pay per bucket,monthly,unknown,bad,dry,dry,spring,rainwater harvesting,unknown,hand pump,dam
815,117.5,2012-09-24,World Bank,1382,DWE,35.413055172720654,-0.1429758506392158,unknown,3,Wami/Ruvu,A,Mwanza,1,5,Hai,Moshono,445,False,GeoData Consultants Ltd,water board,Scheme B,False,1980,motorpump,submersible,rope pump,private operator,user-group,pay per bucket,monthly,salty,bad,dry,dry,rainwater harvesting,spring,unknown,hand pump,communal standpipe
816,768.0,2013-06-06,Germany,723,DWE,38.705761936181176,-4.9680164082191975,Kwa Mama,5,Lake Tanganyika,D,Dar es Salaam,29,2,Ilala,Machame Uroki,0,False,GeoData Consultants Ltd,water board,unknown,False,2000,motorpump,submersible,gravity,private operator,commercial,never pay,other,milky,good,seasonal,dry,rainwater harvesting,spring,surface,communal standpipe,improved spring
